network_id,timestamp,pressure,flow_rate,lat,lng,ph,turbidity,conductivity,dissolved_oxygen,temperature,pipe_condition,age_years,material,diameter,last_inspection,efficiency_score,reliability_index,water_loss_percentage,customer_satisfaction,response_time_minutes
network_002,2025-07-01T21:04:15.955978,5.35,68.06,36.579116,-86.878706,7.5,1.26,219.0,9.9,18.7,poor,29,concrete,195.0,2025-05-19T15:04:15.974170,72.4,0.836,14.8,82.6,88.0
network_010,2025-07-01T22:04:15.955978,6.67,68.98,32.467099,-109.904376,7.6,3.51,758.0,8.9,20.7,poor,22,cast_iron,153.0,2024-12-03T15:04:15.974199,80.9,0.869,16.2,73.1,82.0
network_017,2025-07-01T23:04:15.955978,5.77,94.11,49.259585,-106.004967,8.04,3.3,566.0,6.4,18.5,poor,27,HDPE,408.0,2025-01-22T15:04:15.974226,89.9,0.819,13.3,75.3,72.0
network_012,2025-07-02T00:04:15.955978,4.51,91.38,31.939063,-113.147386,7.14,0.03,249.0,11.8,18.1,fair,35,steel,499.0,2025-01-24T15:04:15.974257,70.6,0.916,17.5,75.1,82.0
network_005,2025-07-02T01:04:15.955978,6.95,31.3,36.674689,-78.199217,6.97,0.18,644.0,7.8,20.1,fair,24,HDPE,199.0,2025-04-25T15:04:15.974284,75.2,0.93,12.3,72.9,43.0
network_004,2025-07-02T02:04:15.955978,6.45,74.93,49.134416,-119.185744,7.92,3.79,413.0,6.5,24.9,fair,14,concrete,383.0,2025-06-20T15:04:15.974304,87.0,0.809,9.1,91.6,34.0
network_013,2025-07-02T03:04:15.955978,5.58,98.91,26.477887,-118.013826,6.53,3.8,722.0,7.5,23.3,good,15,PVC,431.0,2024-12-06T15:04:15.974323,77.2,0.899,21.1,88.0,90.0
network_017,2025-07-02T04:04:15.955978,6.27,85.0,25.187974,-100.5083,7.43,2.63,264.0,8.7,18.9,poor,21,HDPE,540.0,2024-10-24T15:04:15.974340,72.2,0.812,15.2,80.6,94.0
network_020,2025-07-02T05:04:15.955978,5.49,70.84,43.131586,-110.245234,6.57,0.83,493.0,11.9,23.7,fair,32,PVC,410.0,2024-09-20T15:04:15.974357,90.0,0.895,15.4,82.2,33.0
network_003,2025-07-02T06:04:15.955978,6.97,38.06,44.383254,-83.261587,6.55,1.87,234.0,9.0,24.4,excellent,46,cast_iron,579.0,2024-08-21T15:04:15.974378,87.8,0.9,7.0,86.9,56.0
network_009,2025-07-02T07:04:15.955978,5.47,42.79,48.528644,-112.389484,6.83,3.62,779.0,7.7,17.7,excellent,8,concrete,395.0,2024-11-12T15:04:15.974395,88.5,0.831,8.2,78.0,18.0
network_019,2025-07-02T08:04:15.955978,4.78,38.93,44.882823,-79.921565,6.56,0.88,510.0,6.3,22.1,poor,43,cast_iron,514.0,2024-08-29T15:04:15.974416,90.6,0.871,5.6,82.0,102.0
network_003,2025-07-02T09:04:15.955978,5.99,60.53,31.600235,-103.541051,8.2,0.02,205.0,8.3,15.3,excellent,11,cast_iron,400.0,2024-10-31T15:04:15.974437,78.3,0.914,16.6,81.8,106.0
network_005,2025-07-02T10:04:15.955978,3.48,11.67,25.3137,-72.249238,7.93,3.35,364.0,11.1,16.6,good,25,cast_iron,439.0,2024-07-21T15:04:15.974454,79.1,0.931,15.7,84.0,101.0
network_012,2025-07-02T11:04:15.955978,5.74,45.55,25.965503,-80.797865,6.69,1.21,457.0,11.1,21.7,poor,29,steel,313.0,2024-11-30T15:04:15.974472,71.6,0.868,17.7,82.5,43.0
network_014,2025-07-02T12:04:15.955978,5.77,58.9,39.421428,-88.854889,7.89,0.07,242.0,7.0,17.7,good,6,PVC,430.0,2024-10-25T15:04:15.974491,71.6,0.862,5.5,83.6,16.0
network_010,2025-07-02T13:04:15.955978,3.67,41.86,40.639423,-85.83023,7.83,3.81,463.0,7.3,21.4,fair,33,HDPE,132.0,2024-09-08T15:04:15.974507,80.2,0.847,21.7,76.1,65.0
network_004,2025-07-02T14:04:15.955978,4.23,26.28,36.918238,-113.566681,8.05,4.58,484.0,10.4,18.7,poor,32,steel,136.0,2025-02-22T15:04:15.974524,84.6,0.856,24.7,87.6,24.0
network_003,2025-07-02T15:04:15.955978,3.94,86.78,34.65759,-76.672096,7.77,3.67,783.0,11.3,20.0,fair,20,PVC,103.0,2025-01-10T15:04:15.974542,71.3,0.841,23.7,88.0,104.0
network_016,2025-07-02T16:04:15.955978,5.74,85.11,30.105192,-115.421505,6.88,0.98,712.0,6.8,15.8,poor,18,HDPE,339.0,2025-01-28T15:04:15.974559,76.8,0.899,15.7,92.3,62.0
network_002,2025-07-02T17:04:15.955978,6.79,20.64,38.660113,-105.971771,7.05,0.38,319.0,7.5,21.9,excellent,41,cast_iron,436.0,2024-11-27T15:04:15.974575,79.5,0.842,23.0,81.9,33.0
network_002,2025-07-02T18:04:15.955978,3.56,99.3,46.956379,-104.269819,7.49,0.44,319.0,10.9,18.5,fair,19,cast_iron,565.0,2024-11-23T15:04:15.974591,73.9,0.887,12.5,93.9,92.0
network_019,2025-07-02T19:04:15.955978,6.21,22.19,42.655267,-100.407037,8.2,3.46,478.0,8.3,24.3,poor,42,HDPE,582.0,2024-09-24T15:04:15.974608,76.7,0.863,8.2,84.0,114.0
network_018,2025-07-02T20:04:15.955978,4.21,61.89,44.517141,-72.012604,7.7,3.93,621.0,11.2,20.3,good,38,HDPE,514.0,2024-12-01T15:04:15.974626,76.2,0.926,20.2,71.3,84.0
network_002,2025-07-02T21:04:15.955978,3.41,89.51,31.490214,-107.641027,8.29,1.24,551.0,11.3,17.5,good,26,steel,204.0,2024-08-08T15:04:15.974643,80.0,0.957,11.9,85.0,16.0
network_005,2025-07-02T22:04:15.955978,6.86,73.75,40.029005,-109.031361,8.11,3.38,412.0,7.2,20.3,fair,9,concrete,168.0,2024-12-11T15:04:15.974660,83.6,0.812,16.2,80.2,23.0
network_007,2025-07-02T23:04:15.955978,3.75,24.03,46.461026,-109.459532,8.48,3.42,615.0,9.7,19.8,excellent,40,steel,514.0,2024-08-25T15:04:15.974677,92.3,0.936,16.9,73.6,32.0
network_018,2025-07-03T00:04:15.955978,6.46,64.01,26.102694,-112.646762,6.75,3.06,705.0,9.6,24.0,good,36,PVC,595.0,2024-12-01T15:04:15.974707,73.8,0.964,22.5,70.7,81.0
network_001,2025-07-03T01:04:15.955978,3.56,17.75,31.474004,-72.763474,7.14,1.19,753.0,7.6,24.5,good,14,PVC,425.0,2025-01-13T15:04:15.974723,80.5,0.86,12.5,79.2,68.0
network_003,2025-07-03T02:04:15.955978,3.39,62.64,42.106836,-79.711197,6.7,4.08,798.0,7.7,16.0,excellent,11,steel,390.0,2024-12-16T15:04:15.974740,92.1,0.802,18.6,76.8,45.0
network_017,2025-07-03T03:04:15.955978,5.98,99.58,40.448632,-71.318827,8.22,1.94,568.0,11.5,19.0,poor,35,HDPE,100.0,2025-01-08T15:04:15.974756,85.3,0.897,6.5,77.6,34.0
network_007,2025-07-03T04:04:15.955978,3.4,82.75,45.896737,-118.488033,8.36,3.22,728.0,8.1,21.4,poor,31,cast_iron,315.0,2025-01-23T15:04:15.974772,83.6,0.953,22.0,78.7,115.0
network_012,2025-07-03T05:04:15.955978,6.16,82.82,38.489133,-74.344933,8.01,4.86,786.0,11.7,22.9,good,45,cast_iron,262.0,2024-11-07T15:04:15.974795,91.1,0.891,23.1,76.8,109.0
network_020,2025-07-03T06:04:15.955978,4.2,42.1,36.545226,-110.084122,7.18,3.29,799.0,9.9,19.7,good,44,PVC,426.0,2025-05-12T15:04:15.974812,71.6,0.922,20.1,91.5,117.0
network_005,2025-07-03T07:04:15.955978,6.39,57.19,43.856664,-97.500633,7.23,3.9,278.0,6.6,21.3,fair,34,cast_iron,576.0,2024-12-06T15:04:15.974831,87.8,0.842,20.5,77.1,83.0
network_011,2025-07-03T08:04:15.955978,5.18,43.72,37.709673,-99.272056,6.56,2.8,270.0,10.7,17.3,excellent,14,HDPE,468.0,2025-01-23T15:04:15.974849,90.9,0.854,10.4,71.2,28.0
network_001,2025-07-03T09:04:15.955978,6.01,83.55,26.379678,-93.115063,7.39,2.56,628.0,10.6,20.1,fair,44,cast_iron,472.0,2024-07-17T15:04:15.974867,84.4,0.902,14.5,86.5,113.0
network_007,2025-07-03T10:04:15.955978,4.47,38.46,37.660468,-76.62967,6.99,0.45,551.0,9.1,23.6,fair,40,cast_iron,384.0,2024-07-14T15:04:15.974884,93.8,0.946,20.1,83.9,39.0
network_020,2025-07-03T11:04:15.955978,5.83,58.24,49.93583,-72.787177,7.69,1.38,699.0,11.2,24.7,fair,13,concrete,146.0,2024-10-27T15:04:15.974900,85.0,0.892,14.2,85.5,111.0
network_013,2025-07-03T12:04:15.955978,3.59,82.7,35.714205,-114.040615,7.87,4.75,669.0,7.8,17.9,excellent,25,steel,497.0,2025-04-03T15:04:15.974918,77.9,0.937,21.6,94.5,86.0
network_020,2025-07-03T13:04:15.955978,4.17,43.82,28.1615,-92.16589,8.4,0.67,768.0,10.8,17.1,poor,7,steel,504.0,2025-02-27T15:04:15.974938,93.6,0.863,11.9,74.8,49.0
network_013,2025-07-03T14:04:15.955978,5.13,28.47,26.62448,-86.093155,7.89,3.86,385.0,8.8,24.3,poor,6,steel,413.0,2025-02-19T15:04:15.974955,80.1,0.95,15.5,72.8,91.0
network_001,2025-07-03T15:04:15.955978,3.62,14.37,26.644782,-114.476393,8.38,0.17,493.0,7.8,23.5,poor,47,concrete,330.0,2024-12-02T15:04:15.974972,81.7,0.915,15.6,82.7,99.0
network_009,2025-07-03T16:04:15.955978,6.07,43.47,38.812619,-99.552701,7.22,0.4,663.0,9.0,21.2,poor,33,HDPE,203.0,2025-04-15T15:04:15.974992,75.6,0.914,21.6,79.3,57.0
network_005,2025-07-03T17:04:15.955978,6.03,19.38,37.909299,-74.101379,7.17,1.93,730.0,8.6,22.2,poor,13,cast_iron,120.0,2025-04-10T15:04:15.975013,83.5,0.969,9.0,94.3,22.0
network_008,2025-07-03T18:04:15.955978,5.28,51.12,31.694296,-72.771148,7.01,4.77,586.0,11.6,24.9,poor,17,cast_iron,192.0,2025-04-01T15:04:15.975035,89.2,0.944,6.8,92.8,27.0
network_012,2025-07-03T19:04:15.955978,4.43,34.57,28.362588,-107.151225,8.35,0.62,267.0,10.3,19.7,poor,44,HDPE,475.0,2024-12-24T15:04:15.975052,77.6,0.882,15.7,70.2,91.0
network_012,2025-07-03T20:04:15.955978,4.75,30.75,35.986076,-107.577509,6.78,2.75,232.0,10.8,15.4,fair,41,PVC,459.0,2024-09-25T15:04:15.975071,87.4,0.905,9.2,80.1,116.0
network_001,2025-07-03T21:04:15.955978,3.64,14.14,31.357671,-97.152558,7.86,0.89,264.0,11.0,17.0,good,29,PVC,396.0,2025-04-02T15:04:15.975090,82.1,0.855,14.9,74.2,111.0
network_015,2025-07-03T22:04:15.955978,3.0,33.76,43.412034,-83.727808,7.81,2.68,596.0,8.9,22.6,excellent,20,concrete,154.0,2025-04-02T15:04:15.975111,78.0,0.891,7.7,89.3,113.0
network_010,2025-07-03T23:04:15.955978,6.04,56.44,33.93131,-77.036753,8.2,3.98,771.0,7.9,19.1,poor,29,HDPE,172.0,2025-02-03T15:04:15.975130,94.1,0.819,15.7,76.7,56.0
network_015,2025-07-04T00:04:15.955978,3.01,15.94,28.618489,-96.374357,6.67,0.17,373.0,8.1,15.5,excellent,19,steel,173.0,2025-05-17T15:04:15.975150,91.9,0.806,23.0,71.5,83.0
network_006,2025-07-04T01:04:15.955978,6.83,39.28,36.040614,-86.54285,8.26,3.1,566.0,6.8,15.4,excellent,15,cast_iron,357.0,2025-02-21T15:04:15.975169,85.1,0.877,20.2,83.9,105.0
network_009,2025-07-04T02:04:15.955978,4.73,53.23,27.857311,-78.787652,7.28,3.11,694.0,6.2,24.3,poor,36,steel,493.0,2025-03-24T15:04:15.975188,78.8,0.817,7.6,81.2,110.0
network_001,2025-07-04T03:04:15.955978,4.67,36.85,39.1415,-87.450854,8.25,1.34,346.0,11.7,21.6,fair,32,steel,194.0,2024-08-22T15:04:15.975206,88.1,0.843,5.3,79.2,75.0
network_013,2025-07-04T04:04:15.955978,5.85,23.27,47.866228,-86.120241,8.02,4.26,371.0,8.4,16.1,poor,31,concrete,398.0,2024-12-14T15:04:15.975226,77.3,0.961,22.4,82.2,118.0
network_003,2025-07-04T05:04:15.955978,4.49,14.95,28.346775,-83.355132,7.12,4.33,671.0,7.5,15.5,good,7,concrete,528.0,2024-12-16T15:04:15.975245,82.2,0.957,19.4,94.9,43.0
network_009,2025-07-04T06:04:15.955978,5.48,94.69,37.250449,-83.794263,7.0,2.86,358.0,7.5,18.3,fair,14,concrete,363.0,2024-08-21T15:04:15.975267,79.9,0.846,15.4,79.8,51.0
network_020,2025-07-04T07:04:15.955978,3.21,72.46,44.033902,-92.058462,6.93,1.43,537.0,10.2,20.5,fair,13,HDPE,146.0,2024-10-06T15:04:15.975285,83.9,0.986,24.3,87.3,18.0
network_001,2025-07-04T08:04:15.955978,4.49,77.47,40.691522,-107.567085,7.65,4.21,440.0,8.2,16.2,fair,11,PVC,266.0,2024-11-28T15:04:15.975305,86.1,0.843,10.9,93.6,100.0
network_017,2025-07-04T09:04:15.955978,6.82,96.16,40.909359,-81.57271,7.44,4.87,350.0,11.9,18.3,fair,15,concrete,397.0,2025-04-28T15:04:15.975323,88.9,0.842,21.9,86.8,86.0
network_016,2025-07-04T10:04:15.955978,3.4,12.76,46.068252,-77.316829,8.33,1.42,206.0,8.2,20.2,good,47,concrete,512.0,2024-08-17T15:04:15.975341,73.0,0.885,19.1,93.0,66.0
network_019,2025-07-04T11:04:15.955978,6.09,25.35,27.368951,-73.130665,7.15,4.4,597.0,8.0,19.7,good,8,cast_iron,484.0,2024-12-07T15:04:15.975359,77.5,0.968,10.5,76.3,108.0
network_007,2025-07-04T12:04:15.955978,4.15,56.12,29.294333,-72.820672,7.09,2.49,636.0,10.8,21.5,excellent,49,PVC,475.0,2024-10-01T15:04:15.975378,88.9,0.877,17.4,91.7,87.0
network_010,2025-07-04T13:04:15.955978,6.47,54.71,42.170569,-71.224879,6.81,2.77,770.0,10.8,16.7,good,48,HDPE,588.0,2025-03-06T15:04:15.975396,83.9,0.847,19.3,81.3,47.0
network_017,2025-07-04T14:04:15.955978,4.2,97.59,35.336449,-85.95047,8.23,2.61,483.0,11.2,15.4,fair,28,steel,239.0,2025-06-29T15:04:15.975423,72.0,0.828,13.3,70.4,22.0
network_005,2025-07-04T15:04:15.955978,5.63,54.86,46.882428,-97.133851,7.65,3.06,254.0,11.8,20.4,fair,18,HDPE,256.0,2025-06-07T15:04:15.975442,74.2,0.9,12.0,91.7,49.0
network_019,2025-07-04T16:04:15.955978,4.88,39.81,48.789892,-105.888669,7.95,2.89,459.0,6.2,16.4,fair,44,concrete,488.0,2025-06-12T15:04:15.975461,83.7,0.893,8.3,95.0,52.0
network_014,2025-07-04T17:04:15.955978,5.64,77.47,43.842559,-95.319083,6.61,0.26,592.0,6.8,22.3,good,38,steel,376.0,2024-08-02T15:04:15.975480,73.2,0.848,11.6,78.2,71.0
network_008,2025-07-04T18:04:15.955978,3.82,44.86,32.045302,-70.000316,7.55,3.8,739.0,7.4,24.7,good,49,concrete,446.0,2025-04-16T15:04:15.975500,75.2,0.833,24.5,79.9,94.0
network_012,2025-07-04T19:04:15.955978,3.89,82.52,44.46766,-98.509336,8.16,2.99,332.0,8.5,17.9,fair,20,PVC,590.0,2024-12-06T15:04:15.975518,71.8,0.844,20.4,90.3,109.0
network_005,2025-07-04T20:04:15.955978,4.89,62.44,36.726539,-75.875468,7.9,4.87,456.0,8.1,16.6,good,10,steel,292.0,2025-03-24T15:04:15.975538,93.7,0.835,17.5,77.6,18.0
network_002,2025-07-04T21:04:15.955978,6.69,63.99,37.189363,-116.587579,7.06,4.09,410.0,7.1,16.5,fair,44,cast_iron,175.0,2024-12-24T15:04:15.975555,80.4,0.852,6.0,92.9,42.0
network_006,2025-07-04T22:04:15.955978,6.7,48.82,45.949338,-85.472348,8.5,3.61,707.0,9.9,21.9,excellent,13,concrete,505.0,2025-06-29T15:04:15.975575,74.0,0.936,18.4,80.8,31.0
network_020,2025-07-04T23:04:15.955978,5.69,13.52,43.976413,-79.241281,6.6,4.54,488.0,11.4,24.5,good,33,PVC,466.0,2025-03-26T15:04:15.975595,71.7,0.955,15.2,85.6,77.0
network_012,2025-07-05T00:04:15.955978,4.16,90.49,46.117361,-82.382288,8.19,1.94,248.0,6.3,20.3,excellent,38,steel,527.0,2024-11-13T15:04:15.975614,83.3,0.912,15.9,81.8,116.0
network_007,2025-07-05T01:04:15.955978,4.32,69.45,44.911433,-74.777134,8.47,2.12,305.0,6.0,23.8,fair,39,steel,291.0,2024-08-29T15:04:15.975631,89.8,0.845,8.8,71.6,22.0
network_004,2025-07-05T02:04:15.955978,4.05,33.24,26.109902,-119.032057,6.77,1.06,749.0,11.1,22.0,excellent,6,concrete,281.0,2024-12-08T15:04:15.975648,75.8,0.972,17.0,89.6,92.0
network_006,2025-07-05T03:04:15.955978,5.04,60.17,31.517528,-70.54825,8.39,3.55,794.0,9.1,15.5,excellent,31,cast_iron,118.0,2024-10-10T15:04:15.975666,74.5,0.822,8.8,91.3,59.0
network_015,2025-07-05T04:04:15.955978,5.79,77.81,49.141224,-116.924189,6.65,1.78,593.0,11.1,17.6,good,26,steel,111.0,2025-04-28T15:04:15.975688,89.6,0.981,6.2,73.3,109.0
network_007,2025-07-05T05:04:15.955978,4.39,13.73,34.142176,-84.590325,7.77,4.77,745.0,7.5,25.0,poor,9,steel,166.0,2024-08-29T15:04:15.975706,82.3,0.82,19.9,88.0,112.0
network_009,2025-07-05T06:04:15.955978,4.59,65.47,49.805733,-89.104543,7.22,4.02,513.0,6.2,22.7,fair,8,steel,581.0,2024-10-29T15:04:15.975722,84.1,0.836,19.8,76.4,97.0
network_015,2025-07-05T07:04:15.955978,3.53,83.63,41.480017,-114.146911,6.73,0.25,249.0,6.8,15.9,excellent,41,HDPE,489.0,2025-02-09T15:04:15.975740,88.4,0.941,19.5,75.9,77.0
network_010,2025-07-05T08:04:15.955978,3.58,77.67,39.158479,-83.753193,6.77,4.84,410.0,7.3,22.0,poor,43,PVC,122.0,2025-03-31T15:04:15.975768,75.7,0.97,22.7,78.3,81.0
network_020,2025-07-05T09:04:15.955978,5.8,73.44,37.050129,-107.576123,7.43,2.12,232.0,7.7,23.3,excellent,18,cast_iron,329.0,2025-03-05T15:04:15.975787,78.8,0.852,14.2,91.9,76.0
network_019,2025-07-05T10:04:15.955978,4.24,51.2,27.218992,-86.215958,7.62,1.64,219.0,9.2,20.5,fair,10,PVC,217.0,2025-03-11T15:04:15.975806,77.1,0.974,22.7,70.1,73.0
network_016,2025-07-05T11:04:15.955978,5.83,83.81,25.418185,-89.710967,6.57,3.89,643.0,6.9,19.6,fair,19,steel,238.0,2024-11-18T15:04:15.975824,86.9,0.878,22.5,77.2,75.0
network_005,2025-07-05T12:04:15.955978,4.41,78.92,44.038202,-96.922136,8.44,4.7,467.0,8.8,16.7,poor,46,cast_iron,545.0,2025-02-18T15:04:15.975842,71.1,0.912,25.0,88.8,84.0
network_012,2025-07-05T13:04:15.955978,3.77,16.14,36.618043,-96.322208,8.16,2.65,485.0,9.9,18.9,fair,13,HDPE,468.0,2025-02-11T15:04:15.975862,82.6,0.875,9.4,81.8,103.0
network_008,2025-07-05T14:04:15.955978,5.45,52.03,33.381898,-106.55237,7.12,0.46,218.0,7.7,20.8,excellent,22,HDPE,313.0,2024-11-24T15:04:15.975878,91.8,0.949,5.3,71.7,35.0
network_009,2025-07-05T15:04:15.955978,5.63,37.37,41.602338,-101.321089,7.57,4.92,325.0,6.1,22.4,excellent,32,PVC,584.0,2024-07-23T15:04:15.975897,85.7,0.874,15.2,90.5,26.0
network_020,2025-07-05T16:04:15.955978,6.54,97.9,36.139612,-102.930105,7.2,3.21,256.0,8.8,16.5,good,42,concrete,250.0,2025-03-10T15:04:15.975916,80.4,0.914,22.5,86.4,26.0
network_020,2025-07-05T17:04:15.955978,6.93,91.18,43.667452,-77.50805,8.1,1.06,669.0,9.4,18.5,poor,47,cast_iron,597.0,2024-08-06T15:04:15.975932,84.8,0.961,20.0,87.9,20.0
network_014,2025-07-05T18:04:15.955978,3.38,94.69,38.962197,-90.671715,8.3,2.71,573.0,8.5,20.5,excellent,28,cast_iron,585.0,2025-04-28T15:04:15.975950,79.5,0.879,18.3,76.7,111.0
network_017,2025-07-05T19:04:15.955978,3.19,44.39,31.747754,-113.085377,6.54,4.47,389.0,7.6,22.8,fair,23,concrete,253.0,2024-11-04T15:04:15.975967,84.8,0.841,12.6,71.7,78.0
network_015,2025-07-05T20:04:15.955978,4.97,36.38,49.778823,-108.750659,7.81,4.27,327.0,10.2,20.3,fair,11,HDPE,557.0,2025-01-10T15:04:15.975987,89.3,0.886,6.4,71.4,89.0
network_009,2025-07-05T21:04:15.955978,5.45,81.93,31.148413,-105.079316,7.7,0.54,204.0,7.5,20.4,poor,31,steel,561.0,2025-02-27T15:04:15.976003,72.5,0.919,13.5,80.4,110.0
network_013,2025-07-05T22:04:15.955978,6.09,42.77,33.709877,-105.107574,8.47,3.46,444.0,6.7,21.2,excellent,48,steel,514.0,2025-03-20T15:04:15.976021,84.5,0.811,19.0,72.5,95.0
network_014,2025-07-05T23:04:15.955978,5.42,15.13,47.401707,-81.214193,8.0,4.0,662.0,11.8,18.8,poor,22,cast_iron,379.0,2025-02-01T15:04:15.976037,91.0,0.801,17.7,85.5,23.0
network_001,2025-07-06T00:04:15.955978,4.29,44.51,40.876466,-113.567013,7.32,1.53,476.0,9.9,18.3,good,45,steel,283.0,2024-12-10T15:04:15.976055,79.4,0.81,11.9,82.8,49.0
network_020,2025-07-06T01:04:15.955978,5.64,92.46,25.08193,-76.922614,6.59,1.08,415.0,11.5,18.1,excellent,33,cast_iron,201.0,2025-05-13T15:04:15.976075,87.1,0.914,22.1,72.9,45.0
network_008,2025-07-06T02:04:15.955978,6.1,35.84,41.816823,-72.56886,6.77,3.86,699.0,8.5,23.4,fair,9,cast_iron,450.0,2025-02-23T15:04:15.976093,81.3,0.91,19.9,72.3,79.0
network_012,2025-07-06T03:04:15.955978,4.0,59.92,29.693641,-76.963488,7.34,4.49,390.0,8.1,23.2,excellent,22,PVC,202.0,2025-01-14T15:04:15.976110,70.9,0.904,11.3,83.2,15.0
network_003,2025-07-06T04:04:15.955978,4.76,93.44,29.228606,-70.838378,6.61,0.28,300.0,11.0,21.1,excellent,17,HDPE,362.0,2025-02-09T15:04:15.976127,94.9,0.852,11.9,87.9,55.0
network_018,2025-07-06T05:04:15.955978,6.2,20.14,30.14126,-82.067886,7.87,0.15,554.0,11.5,23.8,poor,42,PVC,447.0,2025-07-08T15:04:15.976143,86.2,0.843,13.8,79.6,83.0
network_001,2025-07-06T06:04:15.955978,3.42,99.78,25.7508,-73.045749,6.55,1.93,639.0,8.0,18.9,poor,11,concrete,240.0,2025-04-18T15:04:15.976161,81.6,0.83,5.5,80.1,58.0
network_007,2025-07-06T07:04:15.955978,4.05,86.6,42.045202,-91.516164,8.01,4.36,207.0,9.6,23.2,poor,27,steel,315.0,2025-06-11T15:04:15.976178,92.7,0.932,6.2,81.8,53.0
network_010,2025-07-06T08:04:15.955978,6.01,89.11,34.092034,-105.463062,8.06,1.01,568.0,11.0,21.3,good,39,steel,598.0,2025-02-01T15:04:15.976194,74.5,0.949,11.1,80.8,83.0
network_010,2025-07-06T09:04:15.955978,3.12,96.37,27.245959,-100.218185,7.11,2.61,560.0,10.2,16.9,poor,11,cast_iron,370.0,2024-09-11T15:04:15.976212,92.8,0.956,11.1,87.2,114.0
network_014,2025-07-06T10:04:15.955978,4.01,63.18,44.517713,-88.580377,6.53,0.79,404.0,7.3,16.6,poor,12,PVC,265.0,2024-11-07T15:04:15.976229,79.0,0.957,24.2,75.6,61.0
network_012,2025-07-06T11:04:15.955978,5.24,69.3,37.86239,-77.269967,7.68,4.0,311.0,10.2,18.7,poor,5,PVC,364.0,2025-04-13T15:04:15.976245,91.1,0.914,9.7,83.4,59.0
network_008,2025-07-06T12:04:15.955978,3.87,51.64,37.214769,-100.277378,8.21,3.65,454.0,7.0,16.4,fair,21,concrete,377.0,2024-09-07T15:04:15.976263,94.8,0.808,14.0,87.4,74.0
network_008,2025-07-06T13:04:15.955978,6.94,65.04,28.424638,-88.613659,6.63,3.86,286.0,9.0,19.6,good,30,HDPE,374.0,2024-12-28T15:04:15.976279,90.7,0.825,21.0,87.8,28.0
network_004,2025-07-06T14:04:15.955978,4.9,66.4,46.011324,-77.305035,8.01,2.07,216.0,10.8,20.3,poor,35,steel,122.0,2025-02-22T15:04:15.976296,90.6,0.85,7.1,80.9,90.0
network_020,2025-07-06T15:04:15.955978,4.4,47.27,39.905059,-86.520796,7.68,3.13,556.0,11.3,23.5,excellent,28,cast_iron,294.0,2025-02-17T15:04:15.976313,78.1,0.85,17.0,77.7,106.0
network_011,2025-07-06T16:04:15.955978,6.29,48.71,40.575197,-119.899758,7.88,3.04,295.0,7.7,23.4,excellent,7,HDPE,285.0,2024-08-05T15:04:15.976331,94.7,0.913,22.9,74.3,105.0
network_017,2025-07-06T17:04:15.955978,3.13,80.68,37.870038,-84.259365,6.7,3.03,772.0,9.6,21.4,poor,32,steel,239.0,2024-09-29T15:04:15.976349,78.2,0.987,17.1,85.7,55.0
network_002,2025-07-06T18:04:15.955978,3.17,57.06,39.458842,-90.403495,8.23,0.7,593.0,12.0,19.4,excellent,15,HDPE,486.0,2025-05-28T15:04:15.976370,81.4,0.966,20.0,86.3,38.0
network_019,2025-07-06T19:04:15.955978,5.63,37.2,36.544273,-87.486238,8.3,2.3,372.0,11.3,22.5,fair,13,HDPE,276.0,2025-05-19T15:04:15.976386,77.6,0.916,23.2,90.8,97.0
network_020,2025-07-06T20:04:15.955978,3.42,39.45,40.559681,-95.05348,7.48,4.99,275.0,8.9,18.3,fair,13,cast_iron,158.0,2025-03-09T15:04:15.976402,75.9,0.866,7.9,83.4,40.0
network_012,2025-07-06T21:04:15.955978,6.82,84.38,49.050391,-98.234334,8.27,2.13,455.0,8.2,23.8,fair,28,PVC,116.0,2025-03-14T15:04:15.976420,87.9,0.899,11.4,87.8,100.0
network_009,2025-07-06T22:04:15.955978,6.62,90.47,47.336278,-110.892305,8.14,2.19,393.0,10.5,20.3,excellent,7,concrete,210.0,2025-03-08T15:04:15.976436,70.5,0.801,7.5,70.8,67.0
network_016,2025-07-06T23:04:15.955978,5.41,61.31,36.729831,-104.933792,7.07,1.09,422.0,8.3,16.9,poor,31,HDPE,453.0,2024-07-13T15:04:15.976452,85.7,0.84,5.5,93.8,37.0
network_009,2025-07-07T00:04:15.955978,6.51,13.69,32.837636,-97.142723,8.21,0.25,561.0,10.9,18.0,fair,46,steel,182.0,2025-05-19T15:04:15.976469,79.3,0.939,12.3,78.6,27.0
network_016,2025-07-07T01:04:15.955978,6.9,86.59,39.868951,-97.936768,8.08,0.49,436.0,11.5,19.6,excellent,6,HDPE,482.0,2024-09-04T15:04:15.976484,80.3,0.915,14.5,77.5,31.0
network_013,2025-07-07T02:04:15.955978,4.32,83.57,41.899521,-79.694341,8.43,1.72,776.0,10.5,15.1,excellent,45,cast_iron,227.0,2024-09-22T15:04:15.976507,86.5,0.961,13.5,75.1,45.0
network_016,2025-07-07T03:04:15.955978,5.64,41.46,29.954734,-77.714584,6.61,1.32,729.0,7.5,17.4,good,13,steel,503.0,2025-04-12T15:04:15.976523,83.3,0.982,14.3,76.7,16.0
network_003,2025-07-07T04:04:15.955978,4.69,76.29,44.50315,-105.602985,7.96,1.31,482.0,6.3,16.0,fair,23,steel,523.0,2024-12-06T15:04:15.976540,71.5,0.889,5.9,94.2,20.0
